hotspot_id,latitude_clean,longitude_clean,coordinate_status,sector,location,cause,cause_category,mcg_status,low_lying_flag,blockage_silt_flag,missing_drain_flag,road_level_flag,pumping_flag,external_inflow_flag,source
H107,28.47111,77.040242,valid,Sector 14,Old DLF sec 14 — Near Airforce school gate Sunder Singh Marg,topographoical road level is low from main road and non functional of drainage system,road_level_mismatch,unspecified,0,0,0,1,0,0,MCG Monsoon Preparedness - Waterlogging Hotspot Identification and Point of Contacts Assigned by the MCG (2025)
H108,28.478481,77.035213,valid,Sector 14,"CRPF camp chowk, — CRPF Chowk 28.478481, 77.035213",Low lying area,low_lying_area,unspecified,1,0,0,0,0,0,MCG Monsoon Preparedness - Waterlogging Hotspot Identification and Point of Contacts Assigned by the MCG (2025)
H109,28.476209,77.034906,valid,Sector 14,"Shiv Mandir — Ram Mandir Chowk 28.476209, 77.034906",Low lying area,low_lying_area,unspecified,1,0,0,0,0,0,MCG Monsoon Preparedness - Waterlogging Hotspot Identification and Point of Contacts Assigned by the MCG (2025)
H110,28.457447,77.036214,valid,Sector 15,Jyoti Hospital Near Ganpati Enclave,Critical point,status_only,critical,0,0,0,0,0,0,MCG Monsoon Preparedness - Waterlogging Hotspot Identification and Point of Contacts Assigned by the MCG (2025)
H111,28.456712,77.036908,valid,Sector 15,"Vinayak plaza, Patel Nagar",Normal point,status_only,normal,0,0,0,0,0,0,MCG Monsoon Preparedness - Waterlogging Hotspot Identification and Point of Contacts Assigned by the MCG (2025)
H112,28.462339,77.032288,valid,Sector 15,Maharaja Agrasen Chowk,Critical point,status_only,critical,0,0,0,0,0,0,MCG Monsoon Preparedness - Waterlogging Hotspot Identification and Point of Contacts Assigned by the MCG (2025)
H113,28.458511,77.031458,valid,Sector 15,Baraf Khana,Normal point,status_only,normal,0,0,0,0,0,0,MCG Monsoon Preparedness - Waterlogging Hotspot Identification and Point of Contacts Assigned by the MCG (2025)
H114,28.448037,77.029679,valid,Sector 15,Court road,Normal point,status_only,normal,0,0,0,0,0,0,MCG Monsoon Preparedness - Waterlogging Hotspot Identification and Point of Contacts Assigned by the MCG (2025)
H115,28.452889,77.032519,valid,Sector 15,"Women Hostel, Civil Line",Normal point,status_only,normal,0,0,0,0,0,0,MCG Monsoon Preparedness - Waterlogging Hotspot Identification and Point of Contacts Assigned by the MCG (2025)
H116,28.449237,77.016491,valid,Sector 7,Raj Nagar Chowk — 28.449237 77.016491,Low lying area and silt in drains,drain_blockage_or_silt,unspecified,1,1,0,0,0,0,MCG Monsoon Preparedness - Waterlogging Hotspot Identification and Point of Contacts Assigned by the MCG (2025)
H117,28.457897,77.010123,valid,Sector 9,Firoj Gandhi Colony near Bada Park — 28.457897 77.010123,Low Lying area,low_lying_area,unspecified,1,0,0,0,0,0,MCG Monsoon Preparedness - Waterlogging Hotspot Identification and Point of Contacts Assigned by the MCG (2025)
H118,28.460398,77.01203,valid,Sector 7,Madanpuri Gali No. 11 — 28.460398 77.01203,Low lying area,low_lying_area,unspecified,1,0,0,0,0,0,MCG Monsoon Preparedness - Waterlogging Hotspot Identification and Point of Contacts Assigned by the MCG (2025)
H119,28.462491,77.018694,valid,Sector 7,Madanpuri road Near Madan Lal Grover House — 28.462491 77.018694,Low lying area,low_lying_area,unspecified,1,0,0,0,0,0,MCG Monsoon Preparedness - Waterlogging Hotspot Identification and Point of Contacts Assigned by the MCG (2025)
H120,28.464603,77.022115,valid,Sector 6,"Auto Market, Bhim Nagar",Critical point,status_only,critical,0,0,0,0,0,0,MCG Monsoon Preparedness - Waterlogging Hotspot Identification and Point of Contacts Assigned by the MCG (2025)
H122,,,invalid_or_missing,Sector 12,Rajwanshi Hotel Subhash Nagar,Normal point,status_only,normal,0,0,0,0,0,0,MCG Monsoon Preparedness - Waterlogging Hotspot Identification and Point of Contacts Assigned by the MCG (2025)
H123,28.468244,77.027812,valid,Sector 5,Miya Wali Colony,Normal point,status_only,normal,0,0,0,0,0,0,MCG Monsoon Preparedness - Waterlogging Hotspot Identification and Point of Contacts Assigned by the MCG (2025)
H124,28.465266,77.011929,valid,Sector 7,"Krishna Colony, Gali No. 09 — 28.465266 77.011929",low lying area and silt in drains,drain_blockage_or_silt,unspecified,1,1,0,0,0,0,MCG Monsoon Preparedness - Waterlogging Hotspot Identification and Point of Contacts Assigned by the MCG (2025)
H125,28.48708,77.006215,valid,Sector 4,"Gali No. 17, Surat Nagar Phase-I — 28.48708 77.006215",Low lying area and silt in drains,drain_blockage_or_silt,unspecified,1,1,0,0,0,0,MCG Monsoon Preparedness - Waterlogging Hotspot Identification and Point of Contacts Assigned by the MCG (2025)
H126,28.481755,77.006475,valid,Sector 3,"Block-B, Gali no. 72, Laxman Vihar — 28.481755 77.006475",Low lying area and silt in drains,drain_blockage_or_silt,unspecified,1,1,0,0,0,0,MCG Monsoon Preparedness - Waterlogging Hotspot Identification and Point of Contacts Assigned by the MCG (2025)
H127,28.485158,77.001113,valid,Sector 3,"Service road along with flyover, Laxman Vihar — 28.485158 77.001113",Low lying area and silt in drains,drain_blockage_or_silt,unspecified,1,1,0,0,0,0,MCG Monsoon Preparedness - Waterlogging Hotspot Identification and Point of Contacts Assigned by the MCG (2025)
H128,28.484325,77.012811,valid,Sector 3,"Main Railway road, Laxman Vihar — 28.484325 77.012811",Low lying area and silt in drains,drain_blockage_or_silt,unspecified,1,1,0,0,0,0,MCG Monsoon Preparedness - Waterlogging Hotspot Identification and Point of Contacts Assigned by the MCG (2025)
H129,28.47511,77.009221,valid,Sector 04,"Huda Market near ICICI Bank, Sector-04 — 28.47511 77.009221",Low lying area and silt in drains,drain_blockage_or_silt,unspecified,1,1,0,0,0,0,MCG Monsoon Preparedness - Waterlogging Hotspot Identification and Point of Contacts Assigned by the MCG (2025)
H130,28.47511,77.009221,valid,Sector 04,"Huda Market near ICICI Bank, Sector-04 — 28.47511 77.009221",Low lying area,low_lying_area,unspecified,1,0,0,0,0,0,MCG Monsoon Preparedness - Waterlogging Hotspot Identification and Point of Contacts Assigned by the MCG (2025)
H131,28.495367,77.006334,valid,Sector 4,"Gopi Pandit Wali Gali, Rajendra Park — 28.495367 77.006334",Low lying area and silt in drains,drain_blockage_or_silt,unspecified,1,1,0,0,0,0,MCG Monsoon Preparedness - Waterlogging Hotspot Identification and Point of Contacts Assigned by the MCG (2025)
H132,28.493615,77.006604,valid,Sector 4,"A-Block, Park wali gali, Rajendra Park — 28.493615 77.006604",Low lying area and silt in drains,drain_blockage_or_silt,unspecified,1,1,0,0,0,0,MCG Monsoon Preparedness - Waterlogging Hotspot Identification and Point of Contacts Assigned by the MCG (2025)
H133,28.492844,77.005764,valid,Sector 4,"Near Vishkarma Mandir, Rajendra Park — 28.492844 77.005764",Low lying area and silt in drains,drain_blockage_or_silt,unspecified,1,1,0,0,0,0,MCG Monsoon Preparedness - Waterlogging Hotspot Identification and Point of Contacts Assigned by the MCG (2025)
H134,28.49233,77.00564,valid,Sector 4,"Near Gol Chakkar, Rajendra Park — 28.49233 77.00564",Low lying area and silt in drains,drain_blockage_or_silt,unspecified,1,1,0,0,0,0,MCG Monsoon Preparedness - Waterlogging Hotspot Identification and Point of Contacts Assigned by the MCG (2025)
H135,28.490451,77.004828,valid,Sector 4,"G-Block, Ekta Market, Rajendra Park — 28.490451 77.004828",Low lying area and silt in drains,drain_blockage_or_silt,unspecified,1,1,0,0,0,0,MCG Monsoon Preparedness - Waterlogging Hotspot Identification and Point of Contacts Assigned by the MCG (2025)
H136,28.490176,77.00206,valid,Sector 4,"Toyta Showroom wali gali, Rajendra Park — 28.490176 77.00206",Low lying area and silt in drains,drain_blockage_or_silt,unspecified,1,1,0,0,0,0,MCG Monsoon Preparedness - Waterlogging Hotspot Identification and Point of Contacts Assigned by the MCG (2025)
H137,28.483926,77.005922,valid,Sector 3,"Gali No. 10, Surat Nagar Phase-I — 28.483926 77.005922",Low lying area and silt in drains,drain_blockage_or_silt,unspecified,1,1,0,0,0,0,MCG Monsoon Preparedness - Waterlogging Hotspot Identification and Point of Contacts Assigned by the MCG (2025)
H138,28.483984,77.005733,valid,Sector 3,"Gali No. 9, Surat Nagar Phase-I — 28.483984 77.005733",Low lying area and silt in drains,drain_blockage_or_silt,unspecified,1,1,0,0,0,0,MCG Monsoon Preparedness - Waterlogging Hotspot Identification and Point of Contacts Assigned by the MCG (2025)
H139,28.486648,77.007244,valid,Sector 4,"Gali No. 3, Surat Nagar Phase-I — 28.486648 77.007244",Low lying area and silt in drains,drain_blockage_or_silt,unspecified,1,1,0,0,0,0,MCG Monsoon Preparedness - Waterlogging Hotspot Identification and Point of Contacts Assigned by the MCG (2025)
H140,28.48673,77.006831,valid,Sector 4,"Gali No. 8, Surat Nagar Phase-I — 28.48673 77.006831",Low lying area and silt in drains,drain_blockage_or_silt,unspecified,1,1,0,0,0,0,MCG Monsoon Preparedness - Waterlogging Hotspot Identification and Point of Contacts Assigned by the MCG (2025)
H141,28.48708,77.006215,valid,Sector 4,"Gali No. 17, Surat Nagar Phase-I — 28.48708 77.006215",Low lying area,low_lying_area,unspecified,1,0,0,0,0,0,MCG Monsoon Preparedness - Waterlogging Hotspot Identification and Point of Contacts Assigned by the MCG (2025)
H142,28.483117,77.16437,valid,Sector 5,"Sector 5, Part 6",Normal point,status_only,normal,0,0,0,0,0,0,MCG Monsoon Preparedness - Waterlogging Hotspot Identification and Point of Contacts Assigned by the MCG (2025)
H143,28.478918,77.020051,valid,Sector 5,"Sector 5, Part 3",Normal point,status_only,normal,0,0,0,0,0,0,MCG Monsoon Preparedness - Waterlogging Hotspot Identification and Point of Contacts Assigned by the MCG (2025)
H144,28.477787,77.016686,valid,Sector 5,Chintpurni mata mandir,Normal point,status_only,normal,0,0,0,0,0,0,MCG Monsoon Preparedness - Waterlogging Hotspot Identification and Point of Contacts Assigned by the MCG (2025)
H145,28.490243,77.015282,valid,Sector 10,Khedi sarkari school,Normal point,status_only,normal,0,0,0,0,0,0,MCG Monsoon Preparedness - Waterlogging Hotspot Identification and Point of Contacts Assigned by the MCG (2025)
H146,28.486968,77.011921,valid,Sector 10,Durga sweets khedi,Normal point,status_only,normal,0,0,0,0,0,0,MCG Monsoon Preparedness - Waterlogging Hotspot Identification and Point of Contacts Assigned by the MCG (2025)
H147,28.48786,77.011567,valid,Sector 5,Bhimgarh khedi ashoka apartment,Normal point,status_only,normal,0,0,0,0,0,0,MCG Monsoon Preparedness - Waterlogging Hotspot Identification and Point of Contacts Assigned by the MCG (2025)
H148,28.490448,77.013175,valid,Sector 5,"Gali no.11 ,12 bhimgarh kheri.",Normal point,status_only,normal,0,0,0,0,0,0,MCG Monsoon Preparedness - Waterlogging Hotspot Identification and Point of Contacts Assigned by the MCG (2025)
H149,28.478918,77.020052,valid,Sector 5,Sec 5 marcket,Normal point,status_only,normal,0,0,0,0,0,0,MCG Monsoon Preparedness - Waterlogging Hotspot Identification and Point of Contacts Assigned by the MCG (2025)
H150,28.492045,77.021112,valid,Sector 5,Sheetla Mandir Road,Critical point,status_only,critical,0,0,0,0,0,0,MCG Monsoon Preparedness - Waterlogging Hotspot Identification and Point of Contacts Assigned by the MCG (2025)
H151,28.492045,77.021111,valid,Sector 5,"J Block, Ashok Vihar, Phase-III",Normal point,status_only,normal,0,0,0,0,0,0,MCG Monsoon Preparedness - Waterlogging Hotspot Identification and Point of Contacts Assigned by the MCG (2025)
H152,,,invalid_or_missing,Sector 5,Shingha Chowk,Normal point,status_only,normal,0,0,0,0,0,0,MCG Monsoon Preparedness - Waterlogging Hotspot Identification and Point of Contacts Assigned by the MCG (2025)
H153,28.490075,77.02287,valid,Sector 6,"Ashok Vihar Phase-II, Near Chotu Ram Chowk",Normal point,status_only,normal,0,0,0,0,0,0,MCG Monsoon Preparedness - Waterlogging Hotspot Identification and Point of Contacts Assigned by the MCG (2025)
